,TOPIC,SUBTOPIC,SUBTOPIC_ID,TAXONOMY,TAXONOMY_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,NESTING_LABEL,NESTING_LABEL_ID,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
10791,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,65 years and older,5,5,,,"Percent of population, crude",1,2022,,2.6,,2.2,3.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA51,SC_NHISA00"
10792,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,65 years and older,5,5,,,"Percent of population, crude",1,2023,,2.2,,1.9,2.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA51,SC_NHISA00"
10793,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,65 years and older,5,5,,,"Percent of population, crude",1,2024,,2.2,,1.9,2.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA51,SC_NHISA00"
10818,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2019,,14.8,,13.4,16.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA51,SC_NHISA00"
10819,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2020,,13.1,,11.4,15.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA51,SC_NHISA00"
10820,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2021,,11.8,,10.4,13.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA51,SC_NHISA00"
10821,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2022,,12.4,,10.8,14.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA51,SC_NHISA00"
10822,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2023,,12.8,,11.2,14.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA51,SC_NHISA00"
10823,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2024,,12.8,,11.4,14.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA51,SC_NHISA00"
10824,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2019,,7.6,,7.2,8.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA51,SC_NHISA00"
10825,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2020,,6.0,,5.6,6.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA51,SC_NHISA00"
10826,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2021,,5.5,,5.2,5.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA51,SC_NHISA00"
10827,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2022,,5.7,,5.3,6.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA51,SC_NHISA00"
10828,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2023,,5.7,,5.3,6.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA51,SC_NHISA00"
10829,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2024,,6.8,,6.4,7.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA51,SC_NHISA00"
10830,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2019,,11.5,,10.7,12.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA51,SC_NHISA00"
10831,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2020,,9.5,,8.8,10.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA51,SC_NHISA00"
10832,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2021,,8.8,,8.2,9.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA51,SC_NHISA00"
10833,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2022,,9.0,,8.3,9.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA51,SC_NHISA00"
10834,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2023,,9.0,,8.4,9.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA51,SC_NHISA00"
10835,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,With functioning difficulties,12,12,,,"Percent of population, crude",1,2024,,9.9,,9.3,10.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA51,SC_NHISA00"
10836,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2019,,6.1,,5.6,6.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA51,SC_NHISA00"
10837,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2020,,4.6,,4.2,5.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA51,SC_NHISA00"
10838,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2021,,4.0,,3.6,4.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA51,SC_NHISA00"
10839,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2022,,4.1,,3.7,4.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA51,SC_NHISA00"
10840,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2023,,4.1,,3.7,4.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA51,SC_NHISA00"
10841,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Functioning difficulties status,5,5,Without functioning difficulties,13,13,,,"Percent of population, crude",1,2024,,5.2,,4.7,5.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA73,FN_NHISA51,SC_NHISA00"
10842,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2019,,6.6,,6.1,7.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10843,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2020,,5.2,,4.7,5.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10844,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2021,,4.9,,4.5,5.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10845,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2022,,4.6,,4.2,5.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10846,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2023,,5.2,,4.8,5.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10847,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Married,14,14,,,"Percent of population, crude",1,2024,,6.4,,5.9,6.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10848,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2019,,12.8,,11.5,14.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10849,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2020,,10.4,,9.2,11.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10850,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2021,,8.8,,7.8,9.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10851,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2022,,8.7,,7.6,9.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10852,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2023,,9.1,,8.0,10.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10853,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Divorced or separated,15,15,,,"Percent of population, crude",1,2024,,9.7,,8.6,10.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10854,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2019,,5.4,,4.5,6.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10855,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2020,,4.1,,3.0,5.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10856,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2021,,4.1,,3.3,5.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10857,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2022,,4.7,,3.7,5.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10858,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2023,,3.9,,3.1,4.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10859,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Widowed,16,16,,,"Percent of population, crude",1,2024,,3.7,,2.9,4.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10860,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2019,,14.6,,12.9,16.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10861,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2020,,10.9,,9.3,12.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10862,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2021,,10.4,,8.7,12.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10863,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2022,,11.1,,9.4,12.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10864,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2023,,10.5,,8.9,12.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10865,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Living with a partner,17,17,,,"Percent of population, crude",1,2024,,10.7,,9.3,12.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10866,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2019,,8.0,,7.2,9.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10867,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2020,,7.1,,6.2,8.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10868,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2021,,6.2,,5.5,7.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10869,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2022,,7.1,,6.4,7.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10870,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2023,,6.7,,5.9,7.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10871,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Marital status,6,6,Never married,18,18,,,"Percent of population, crude",1,2024,,8.2,,7.4,9.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA04,FN_NHISA51,SC_NHISA00"
10872,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2019,,7.8,,7.4,8.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA51,SC_NHISA00"
10873,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2020,,6.4,,6.0,6.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA51,SC_NHISA00"
10874,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2021,,5.9,,5.5,6.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA51,SC_NHISA00"
10875,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2022,,5.7,,5.3,6.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA51,SC_NHISA00"
10876,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2023,,5.9,,5.5,6.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA51,SC_NHISA00"
10877,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,U.S.-born,19,19,,,"Percent of population, crude",1,2024,,7.2,,6.8,7.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA51,SC_NHISA00"
10878,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2019,,10.0,,8.9,11.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA51,SC_NHISA00"
10879,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2020,,7.5,,6.6,8.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA51,SC_NHISA00"
10880,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2021,,6.6,,5.7,7.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA51,SC_NHISA00"
10881,Did not get needed medical care due to cost,,,Healthcare access and quality,150,Demographic Characteristic,1,Nativity,7,7,Foreign-born,20,20,,,"Percent of population, crude",1,2022,,8.3,,7.3,9.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA12,FN_NHISA51,SC_NHISA00"
