topic,group,subgroup,year,estimate
Asthma episode/attack in adults,Race and Hispanic origin,"Other races, non-Hispanic",2021,3.3
Asthma episode/attack in adults,Race and Hispanic origin,"Other races, non-Hispanic",2022,3.5
Asthma episode/attack in adults,Race and Hispanic origin,"Other races, non-Hispanic",2023,3.2
Asthma episode/attack in adults,Sex,Female,2019,4.4
Asthma episode/attack in adults,Sex,Female,2020,4.7
Asthma episode/attack in adults,Sex,Female,2021,4.4
Asthma episode/attack in adults,Sex,Female,2022,5.1
Asthma episode/attack in adults,Sex,Female,2023,5.1
Asthma episode/attack in adults,Sex,Male,2019,2.3
Asthma episode/attack in adults,Sex,Male,2020,2.3
Asthma episode/attack in adults,Sex,Male,2021,2.1
Asthma episode/attack in adults,Sex,Male,2022,2.1
Asthma episode/attack in adults,Sex,Male,2023,2.5
Asthma episode/attack in adults,Sexual orientation,Bisexual,2019,9.4
Asthma episode/attack in adults,Sexual orientation,Bisexual,2020,8.6
Asthma episode/attack in adults,Sexual orientation,Bisexual,2021,7.8
Asthma episode/attack in adults,Sexual orientation,Bisexual,2022,9.2
Asthma episode/attack in adults,Sexual orientation,Bisexual,2023,11.0
Asthma episode/attack in adults,Sexual orientation,Gay or Lesbian,2019,4.5
Asthma episode/attack in adults,Sexual orientation,Gay or Lesbian,2020,6.5
Asthma episode/attack in adults,Sexual orientation,Gay or Lesbian,2021,4.4
Asthma episode/attack in adults,Sexual orientation,Gay or Lesbian,2022,5.1
Asthma episode/attack in adults,Sexual orientation,Gay or Lesbian,2023,7.4
Asthma episode/attack in adults,Sexual orientation,Straight,2019,3.2
Asthma episode/attack in adults,Sexual orientation,Straight,2020,3.3
Asthma episode/attack in adults,Sexual orientation,Straight,2021,3.1
Asthma episode/attack in adults,Sexual orientation,Straight,2022,3.3
Asthma episode/attack in adults,Sexual orientation,Straight,2023,3.5
Asthma episode/attack in adults,Veteran status,Veteran,2019,2.8
Asthma episode/attack in adults,Veteran status,Veteran,2020,2.4
Asthma episode/attack in adults,Veteran status,Veteran,2021,2.4
Asthma episode/attack in adults,Veteran status,Veteran,2022,2.2
Asthma episode/attack in adults,Veteran status,Veteran,2023,2.8
Asthma episode/attack in adults,Veteran status,Non-veteran,2019,3.4
Asthma episode/attack in adults,Veteran status,Non-veteran,2020,3.6
Asthma episode/attack in adults,Veteran status,Non-veteran,2021,3.3
Asthma episode/attack in adults,Veteran status,Non-veteran,2022,3.8
Asthma episode/attack in adults,Veteran status,Non-veteran,2023,3.9
Asthma episode/attack in adults,Metropolitan statistical area,Large MSA,2019,3.2
Asthma episode/attack in adults,Metropolitan statistical area,Large MSA,2020,3.4
Asthma episode/attack in adults,Metropolitan statistical area,Large MSA,2021,2.9
Asthma episode/attack in adults,Metropolitan statistical area,Large MSA,2022,3.5
Asthma episode/attack in adults,Metropolitan statistical area,Large MSA,2023,3.5
Asthma episode/attack in adults,Metropolitan statistical area,Small MSA,2019,3.6
Asthma episode/attack in adults,Metropolitan statistical area,Small MSA,2020,3.8
Asthma episode/attack in adults,Metropolitan statistical area,Small MSA,2021,3.6
Asthma episode/attack in adults,Metropolitan statistical area,Small MSA,2022,3.5
Asthma episode/attack in adults,Metropolitan statistical area,Small MSA,2023,4.1
Asthma episode/attack in adults,Metropolitan statistical area,Non-MSA,2019,3.7
Asthma episode/attack in adults,Metropolitan statistical area,Non-MSA,2020,3.6
Asthma episode/attack in adults,Metropolitan statistical area,Non-MSA,2021,4.2
Asthma episode/attack in adults,Metropolitan statistical area,Non-MSA,2022,4.6
Asthma episode/attack in adults,Metropolitan statistical area,Non-MSA,2023,4.5
Asthma episode/attack in adults,Region,Northeast,2019,3.6
Asthma episode/attack in adults,Region,Northeast,2020,3.3
Asthma episode/attack in adults,Region,Northeast,2021,3.0
Asthma episode/attack in adults,Region,Northeast,2022,3.8
Asthma episode/attack in adults,Region,Northeast,2023,4.1
Asthma episode/attack in adults,Region,Midwest,2019,3.0
Asthma episode/attack in adults,Region,Midwest,2020,3.2
Asthma episode/attack in adults,Region,Midwest,2021,3.4
Asthma episode/attack in adults,Region,Midwest,2022,3.5
Asthma episode/attack in adults,Region,Midwest,2023,3.5
Asthma episode/attack in adults,Region,South,2019,3.4
Asthma episode/attack in adults,Region,South,2020,3.7
Asthma episode/attack in adults,Region,South,2021,3.2
Asthma episode/attack in adults,Region,South,2022,3.7
Asthma episode/attack in adults,Region,South,2023,3.7
Asthma episode/attack in adults,Region,West,2019,3.5
Asthma episode/attack in adults,Region,West,2020,3.8
Asthma episode/attack in adults,Region,West,2021,3.6
Asthma episode/attack in adults,Region,West,2022,3.6
Asthma episode/attack in adults,Region,West,2023,4.1
Asthma episode/attack in adults,Social vulnerability,Little to no social vulnerability,2019,2.9
Asthma episode/attack in adults,Social vulnerability,Little to no social vulnerability,2020,3.4
Asthma episode/attack in adults,Social vulnerability,Little to no social vulnerability,2021,3.6
Asthma episode/attack in adults,Social vulnerability,Little to no social vulnerability,2022,3.0
Asthma episode/attack in adults,Social vulnerability,Little to no social vulnerability,2023,3.4
Asthma episode/attack in adults,Social vulnerability,Low social vulnerability,2019,3.5
Asthma episode/attack in adults,Social vulnerability,Low social vulnerability,2020,3.9
Asthma episode/attack in adults,Social vulnerability,Low social vulnerability,2021,3.3
Asthma episode/attack in adults,Social vulnerability,Low social vulnerability,2022,3.7
Asthma episode/attack in adults,Social vulnerability,Low social vulnerability,2023,3.6
Asthma episode/attack in adults,Social vulnerability,Medium social vulnerability,2019,3.3
Asthma episode/attack in adults,Social vulnerability,Medium social vulnerability,2020,3.4
Asthma episode/attack in adults,Social vulnerability,Medium social vulnerability,2021,3.1
Asthma episode/attack in adults,Social vulnerability,Medium social vulnerability,2022,4.2
Asthma episode/attack in adults,Social vulnerability,Medium social vulnerability,2023,3.9
Asthma episode/attack in adults,Social vulnerability,High social vulnerability,2019,3.6
Asthma episode/attack in adults,Social vulnerability,High social vulnerability,2020,3.5
Asthma episode/attack in adults,Social vulnerability,High social vulnerability,2021,3.3
Asthma episode/attack in adults,Social vulnerability,High social vulnerability,2022,3.5
Asthma episode/attack in adults,Social vulnerability,High social vulnerability,2023,4.0
Asthma episode/attack in adults,Urbanicity,Large central metro,2019,3.4
Asthma episode/attack in adults,Urbanicity,Large central metro,2020,3.4
Asthma episode/attack in adults,Urbanicity,Large central metro,2021,3.0
Asthma episode/attack in adults,Urbanicity,Large central metro,2022,3.6
Asthma episode/attack in adults,Urbanicity,Large central metro,2023,3.7
Asthma episode/attack in adults,Urbanicity,Large fringe metro,2019,2.9
Asthma episode/attack in adults,Urbanicity,Large fringe metro,2020,3.3
Asthma episode/attack in adults,Urbanicity,Large fringe metro,2021,2.7
Asthma episode/attack in adults,Urbanicity,Large fringe metro,2022,3.4
Asthma episode/attack in adults,Urbanicity,Large fringe metro,2023,3.2
Asthma episode/attack in adults,Urbanicity,Medium and small metro,2019,3.6
Asthma episode/attack in adults,Urbanicity,Medium and small metro,2020,3.8
Asthma episode/attack in adults,Urbanicity,Medium and small metro,2021,3.6
Asthma episode/attack in adults,Urbanicity,Medium and small metro,2022,3.5
Asthma episode/attack in adults,Urbanicity,Medium and small metro,2023,4.2
Asthma episode/attack in adults,Urbanicity,Nonmetropolitan,2019,3.7
Asthma episode/attack in adults,Urbanicity,Nonmetropolitan,2020,3.6
Asthma episode/attack in adults,Urbanicity,Nonmetropolitan,2021,4.2
Asthma episode/attack in adults,Urbanicity,Nonmetropolitan,2022,4.6
Asthma episode/attack in adults,Urbanicity,Nonmetropolitan,2023,4.5
Asthma episode/attack in adults,Education,No high school diploma or GED,2019,4.0
Asthma episode/attack in adults,Education,No high school diploma or GED,2020,3.5
Asthma episode/attack in adults,Education,No high school diploma or GED,2021,2.8
Asthma episode/attack in adults,Education,No high school diploma or GED,2022,3.6
Asthma episode/attack in adults,Education,No high school diploma or GED,2023,3.6
Asthma episode/attack in adults,Education,High school diploma or GED,2019,3.2
Asthma episode/attack in adults,Education,High school diploma or GED,2020,3.5
Asthma episode/attack in adults,Education,High school diploma or GED,2021,2.8
Asthma episode/attack in adults,Education,High school diploma or GED,2022,3.6
Asthma episode/attack in adults,Education,High school diploma or GED,2023,3.8
Asthma episode/attack in adults,Education,Some college,2019,3.9
Asthma episode/attack in adults,Education,Some college,2020,4.3
Asthma episode/attack in adults,Education,Some college,2021,4.1
Asthma episode/attack in adults,Education,Some college,2022,4.3
Asthma episode/attack in adults,Education,Some college,2023,4.5
Asthma episode/attack in adults,Education,College degree or higher,2019,2.9
Asthma episode/attack in adults,Education,College degree or higher,2020,2.9
Asthma episode/attack in adults,Education,College degree or higher,2021,3.2
Asthma episode/attack in adults,Education,College degree or higher,2022,3.0
Asthma episode/attack in adults,Education,College degree or higher,2023,3.6
Asthma episode/attack in adults,Employment status,Employed,2019,2.8
Asthma episode/attack in adults,Employment status,Employed,2020,3.0
Asthma episode/attack in adults,Employment status,Employed,2021,3.0
Asthma episode/attack in adults,Employment status,Employed,2022,3.3
Asthma episode/attack in adults,Employment status,Employed,2023,3.4
Asthma episode/attack in adults,Employment status,Employed - Full-time,2019,2.7
Asthma episode/attack in adults,Employment status,Employed - Full-time,2020,3.0
Asthma episode/attack in adults,Employment status,Employed - Full-time,2021,3.0
Asthma episode/attack in adults,Employment status,Employed - Full-time,2022,3.2
Asthma episode/attack in adults,Employment status,Employed - Full-time,2023,3.4
Asthma episode/attack in adults,Employment status,Employed - Part-time,2019,3.0
Asthma episode/attack in adults,Employment status,Employed - Part-time,2020,3.3
Asthma episode/attack in adults,Employment status,Employed - Part-time,2021,3.4
Asthma episode/attack in adults,Employment status,Employed - Part-time,2022,3.9
Asthma episode/attack in adults,Employment status,Employed - Part-time,2023,3.7
Asthma episode/attack in adults,Employment status,Not employed,2019,4.5
Asthma episode/attack in adults,Employment status,Not employed,2020,4.3
Asthma episode/attack in adults,Employment status,Not employed,2021,3.7
Asthma episode/attack in adults,Employment status,Not employed,2022,4.2
Asthma episode/attack in adults,Employment status,Not employed,2023,4.4
Asthma episode/attack in adults,Employment status,Not employed - Has worked previously,2019,4.4
Asthma episode/attack in adults,Employment status,Not employed - Has worked previously,2020,4.2
Asthma episode/attack in adults,Employment status,Not employed - Has worked previously,2021,3.8
Asthma episode/attack in adults,Employment status,Not employed - Has worked previously,2022,4.3
Asthma episode/attack in adults,Employment status,Not employed - Has worked previously,2023,4.6
Asthma episode/attack in adults,Employment status,Not employed - Has never worked,2019,4.9
Asthma episode/attack in adults,Employment status,Not employed - Has never worked,2020,6.8
Asthma episode/attack in adults,Employment status,Not employed - Has never worked,2021,1.5
Asthma episode/attack in adults,Employment status,Not employed - Has never worked,2023,1.8
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Private,2019,2.5
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Private,2020,2.1
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Private,2021,1.7
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Private,2022,2.8
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Private,2023,2.6
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Medicare and Medicaid,2019,6.3
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Medicare and Medicaid,2020,4.7
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Medicare and Medicaid,2021,5.4
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Medicare and Medicaid,2022,6.0
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Medicare and Medicaid,2023,5.9
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Medicare Advantage,2019,2.4
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Medicare Advantage,2020,2.4
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Medicare Advantage,2021,2.6
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Medicare Advantage,2022,2.7
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Medicare Advantage,2023,3.2
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Medicare only excluding Medicare Advantage,2019,2.0
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Medicare only excluding Medicare Advantage,2020,2.9
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Medicare only excluding Medicare Advantage,2021,1.5
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Medicare only excluding Medicare Advantage,2022,2.0
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Medicare only excluding Medicare Advantage,2023,3.3
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Other government coverage,2019,2.4
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Other government coverage,2020,2.9
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Other government coverage,2021,1.5
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Other government coverage,2022,2.6
Asthma episode/attack in adults,Health insurance coverage: 65 years and older,Other government coverage,2023,2.8
Asthma episode/attack in adults,Health insurance coverage: Younger than 65 years,Private,2019,2.8
Asthma episode/attack in adults,Health insurance coverage: Younger than 65 years,Private,2020,3.3
Asthma episode/attack in adults,Health insurance coverage: Younger than 65 years,Private,2021,3.3
Asthma episode/attack in adults,Health insurance coverage: Younger than 65 years,Private,2022,3.5
Asthma episode/attack in adults,Health insurance coverage: Younger than 65 years,Private,2023,3.3
